Tributary	ReachName	ReachID	Crew	Survey	Fishing	Visibility	Weather	Comments	Date	Season	Year	CohoIndividuals	SteelheadIndividuals	ChinookIndividuals	SalmonidSpIndividuals	CohoRedds	SteelheadRedds	ChinookRedds	SalmonidSpRedds
MILL CREEK	MIL1.5	RR-MIL-002.46:003.03	AI AJ	SS	1	99	OVERCAST	NO FISH NO REDDS	4/11/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MILL CREEK	MIL 4	RR-MIL-009.98:014.06	JE JD	SS	1	99	OVERCAST	NO FISH NO REDDS	4/11/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
DUTCH BILL CREEK	DUT 1	RR-DUT-000.00:004.81	AI AM	SS	1	99	OVERCAST	NO FISH	4/12/2016 0:00	2015-2016	2016	0	0	0	0	0	1	0	0
DUTCH BILL CREEK	DUT 2	RR-DUT-004.81:009.04	AJ ZR	SS	1	99	OVERCAST	NO FISH NO REDDS	4/12/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
GRUB CREEK	DUT 2	RR-GRU-000.00:000.72	ZR AJ	SS	1	99	PARTLY CLOUDY	NO FISH NO REDDS	4/12/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
GRAPE CREEK	GRP 2	RR-GRP-001.39:002.49	TC NO	SS	1	99	CLEAR SUNNY	No fish no redds	4/13/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
WINE CREEK	WIN 1	RR-WIN-000.00:001.65	TC NO	SS	1	99	CLEAR SUNNY		4/13/2016 0:00	2015-2016	2016	0	0	0	0	0	1	0	0
PRESS CREEK	POR 3	RR-PRE-000.00:000.59	AI SEW	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	4/13/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
HULBERT CREEK	HUL 3	RR-HUL-005.16:007.20	WB MO	SS	1	99	CLEAR SUNNY	"vis was 0.6 in first couple hundred yards of survey up to first crossing then clear for rest of survey, last survey - pulled all redd flags"	4/13/2016 0:00	2015-2016	2016	0	1	0	0	0	1	0	0
PENA CREEK	PEN 1	RR-PEN-000.00:004.05	ZR CM	SS	1	99	PARTLY CLOUDY		4/14/2016 0:00	2015-2016	2016	0	1	0	0	0	6	0	0
PENA CREEK	PEN 3	RR-PEN-006.49:009.12	AJ AI	SS	1	99	PARTLY CLOUDY	RAIN LAST 20 MIN OF SURV	4/14/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MARK WEST CREEK	MAR 9	RR-MAR-024.34:027.19	TC NO	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	4/15/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
DUTCH BILL CREEK	DUT 2	RR-DUT-004.81:009.04	CO RA	SS	1	0.9	CLEAR SUNNY	NO FISH NO REDDS	11/1/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
WILLOW CREEK	WIL 4	RR-WIL-006.15:009.16	ZR AMJ	SS	1	0.5	PARTLY CLOUDY	NO FISH NO REDDS. BUT SUCH A LOVELY DAY :)	11/1/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
PORTER CREEK	POR 2	RR-POR-002.43:004.65	LE NB	SS	1	99	OVERCAST	NO FISH NO REDDS	11/2/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
PORTER CREEK	POR 3	RR-POR-004.65:006.83	LE NB	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	11/2/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
GREEN VALLEY CREEK	GRE 2	RR-GRE-012.49:016.09	AM AI	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	11/3/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
MARK WEST CREEK	MAR 11	RR-MAR-030.60:033.75	AI BA	SS	1	1.5	CLEAR SUNNY	NO FISH NO REDDS	11/4/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
AUSTIN CREEK	AUS 4	RR-AUS-007.34:009.86	WB MT	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	11/4/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
NUTTY VALLEY CREEK	GRE 2	RR-NUT-000.00:000.94	SL JE	SS	1	0.6	CLEAR SUNNY	NO FISH NO REDDS	3/25/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MILL CREEK	MIL 2	RR-MIL-003.03:005.75	WB TC SB	SS	1	1.5	CLEAR SUNNY	NO FISH NO REDDS	3/26/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
EAST AUSTIN CREEK	EAU 1	RR-EAU-000.00:002.00	AI AAL	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	3/27/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
GRAPE CREEK	GRP 1	RR-GRP-000.00:001.39	ZR AJ	SS	1	99	CLEAR SUNNY		3/28/2016 0:00	2015-2016	2016	0	9	0	0	0	3	0	0
PERENNE CREEK	DUT 1	RR-PER-000.00:000.54	AB NO	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	3/28/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PRESS CREEK	POR 3	RR-PRE-000.00:000.59	JE SW	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	3/29/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PORTER CREEK	POR 3	RR-POR-004.65:006.83	JE SW	SS	1	99	CLEAR SUNNY	"NO FISH NO REDDS, LESS YOY THAN POR 2 BUT DENSER CANOPY AND HARDER TO SEE THEM"	3/29/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
HULBERT CREEK	HUL 3	RR-HUL-005.16:007.20	WB AJ	SS	1	1	CLEAR SUNNY	NO FISH NO REDDS	3/29/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PENA CREEK	PEN 5	RR-PEN-013.89:017.04	DD SW	SS	1	99	CLEAR SUNNY		3/30/2016 0:00	2015-2016	2016	0	0	0	0	0	1	0	0
PENA CREEK	PEN 4	RR-PEN-009.12:013.89	JE JD	SS	1	99	CLEAR SUNNY	NO REDDS	3/30/2016 0:00	2015-2016	2016	0	4	0	1	0	0	0	0
MILL CREEK	MIL 3	RR-MIL-005.75:009.98	SL SW	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	3/31/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MILL CREEK	MIL 2	RR-MIL-003.03:005.75	TC ALL	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	4/1/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MARK WEST CREEK	MAR 9	RR-MAR-024.34:027.19	ZR AI	SS	1	1	CLEAR SUNNY	NO FISH	4/4/2016 0:00	2015-2016	2016	0	0	0	0	0	1	0	0
SCHOOLHOUSE CREEK	GIL 1	RR-SCH-000.00:001.00	ZR AJ	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	4/5/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
GREEN VALLEY CREEK	GRE 1	RR-GRE-007.80:012.49	AI AL	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	4/6/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
GREEN VALLEY CREEK	GRE 2	RR-GRE-012.49:016.09	WB CM	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	4/6/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PORTER CREEK	POR 2	RR-POR-002.43:004.65	AI SEW	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	4/13/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
WOODS CREEK	WOO 1	RR-WOO-000.00:003.80	TC SW	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	4/14/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PERENNE CREEK	DUT 1	RR-PER-000.00:000.54	AI MT	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	11/1/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
GILLIAM CREEK	GIL 1	RR-GIL-000.00:002.32	MT AI	SS	1	99	PARTLY CLOUDY	NO FISH NO REDDS	11/2/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
PRESS CREEK	POR 3	RR-PRE-000.00:000.59	LE NB	SS	1	0.9	CLEAR SUNNY	NO FISH NO REDDS	11/2/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
MARK WEST CREEK	MAR 10	RR-MAR-027.19:030.60	MT AJ	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	11/3/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
MARK WEST CREEK	MAR 14	RR-MAR-040.18:042.85	NB LE	SS	1	1.5	CLEAR SUNNY	NO FISH NO REDDS	11/3/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
LITTLE GREEN VALLEY CREE	GRE 1	RR-LGV-000.00:001.05	BA CO	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	11/3/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
DUTCH BILL CREEK	DUT 2	RR-DUT-004.81:009.04	JD SW	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	3/28/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
GRUB CREEK	DUT 2	RR-GRU-000.00:000.72	SW JD	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	3/28/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MARK WEST CREEK	MAR 11	RR-MAR-030.60:033.75	AI SL	SS	1	0.6	CLEAR SUNNY	NO FISH	3/29/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	2
PORTER CREEK	POR 2	RR-POR-002.43:004.65	JE SW	SS	1	99	CLEAR SUNNY	"MODERATE AMOUNT OF YOY,NO FISH NO REDDS"	3/29/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
WOODS CREEK	WOO 1	RR-WOO-000.00:003.80	DD SW	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	3/30/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PALMER CREEK	PAL 1	RR-PAL-000.00:002.75	WB AP	SS	1	99	CLEAR SUNNY	NO FISH	4/1/2016 0:00	2015-2016	2016	0	0	0	0	0	1	0	0
MARK WEST CREEK	MAR 14	RR-MAR-040.18:042.85	JE SW	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	4/4/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
SANTA ROSA CREEK	SAN 9	RR-SAN-028.22:029.70	SEW JD	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	4/4/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
EAST AUSTIN CREEK	EAU 1	RR-EAU-000.00:002.00	SW AA	SS	1	99	CLEAR SUNNY		4/5/2016 0:00	2015-2016	2016	0	0	0	0	0	1	0	0
GILLIAM CREEK	GIL 1	RR-GIL-000.00:002.32	AJ ZR	SS	1	99	CLEAR SUNNY		4/5/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
LITTLE GREEN VALLEY CREE	GRE 1	RR-LGV-000.00:001.05	AI AL	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	4/6/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
HARRISON CREEK	GRE 2	RR-HAR-000.00:000.23	CM WB	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	4/6/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
AUSTIN CREEK	AUS 6	RR-AUS-012.13:015.94	AI NO	SS	1	99	OVERCAST	NO FISH NO REDDS	4/7/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
WALLACE CREEK	WAL 2	RR-WAL-001.83:004.43	NB CM	SS	1	99	OVERCAST		4/11/2016 0:00	2015-2016	2016	0	0	0	0	0	1	0	0
PERENNE CREEK	DUT 1	RR-PER-000.00:000.54	AI AM	SS	1	99	OVERCAST	NO FISH NO REDDS	4/12/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
GRAPE CREEK	GRP 1	RR-GRP-000.00:001.39	TC NO	SS	1	99	CLEAR SUNNY		4/13/2016 0:00	2015-2016	2016	0	1	0	0	0	0	0	0
PORTER CREEK	POR 1	RR-POR-000.00:002.43	WB MO	SS	1	99	CLEAR SUNNY	last survey- pulled all redd flags	4/13/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PORTER CREEK	POR 3	RR-POR-004.65:006.83	AI SEW	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	4/13/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
REDWOOD CREEK	RED 1	RR-RED-000.00:001.66	JE SW	SS	1	99	CLEAR SUNNY	"NO FISH NO REDDS.  Had to redo trip file at office, created trip with wrong allegro name.  (This resulted in a mismatch between AllTripID in the Trip file and AllTripID in the redd file. Since redd file contained dummy redd only, it was deleted from the a"	4/13/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PENA CREEK	PEN 4	RR-PEN-009.12:013.89	JE JD	SS	1	99	PARTLY CLOUDY	WOO END OF SEASON.	4/14/2016 0:00	2015-2016	2016	0	0	0	0	0	4	0	0
PECHACO CREEK	PEC 1	RR-PEC-000.00:002.35	AI AJ	SS	1	99	PARTLY CLOUDY	NO FISH NO REDDS	4/14/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
DUTCH BILL CREEK	DUT 1	RR-DUT-000.00:004.81	MT AI	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	11/1/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
GRAPE CREEK	GRP 1	RR-GRP-000.00:001.39	BA WB	SS	1	0.5	CLEAR SUNNY	NO FISH NO REDDS	11/1/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
PURRINGTON CREEK	PUR 1	RR-PUR-000.00:004.50	RA AMJ	SS	1	0.6	CLEAR SUNNY	NO FISH NO REDDS	11/3/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
NUTTY VALLEY CREEK	GRE 2	RR-NUT-000.00:000.94	AM AI	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	11/3/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
MILL CREEK	MIL1.5	RR-MIL-002.46:003.03	NB KS	SS	1	99	OVERCAST	NO FISH NO REDDS	11/7/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
MILL CREEK	MIL 1	RR-MIL-000.00:002.46	LE ZR	SS	1	99	OVERCAST	NO FISH NO REDDS	11/7/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
MILL CREEK	MIL 3	RR-MIL-005.75:009.98	RA CO	SS	1	99	OVERCAST	NO FISH NO REDDS	11/7/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
MILL CREEK	MIL 2	RR-MIL-003.03:005.75	NB KS	SS	1	99	OVERCAST		11/7/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	1
SHEEPHOUSE CREEK	SHE 1	RR-SHE-000.00:003.55	AMJ MT	SS	1	0.8	PARTLY CLOUDY	NO FISH NO REDDS	11/7/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
PALMER CREEK	PAL 1	RR-PAL-000.00:002.75	WB JRR	SS	1	99	OVERCAST	NO FISH NO REDDS	11/7/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
GRAY CREEK	GRA 2	RR-GRA-001.80:003.88	AMJ AI	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	11/12/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
PERENNE CREEK	DUT 1	RR-PER-000.00:000.54	ZR JRR	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	11/14/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
HULBERT CREEK	HUL 1	RR-HUL-000.00:002.83	WB JRR	SS	1	99	SHOWERS	NO FISH NO REDDS	11/15/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
MISSION CREEK	HUL 1	RR-MIS-000.00:000.38	WB JRR	SS	1	99	OVERCAST	NO FISH NO REDDS. Multiple disconnected sections throughout reach.	11/15/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
WINE CREEK	WIN 1	RR-WIN-000.00:001.65	AI BA	SS	1	99	OVERCAST	NO FISH NO REDDS. Intermittent during first 250 meters	11/15/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
Crane creek	CRA1	RR-CRA-000.00:002.98	NB JRR	SS	1	99	CLEAR SUNNY	CRANE CREEK NOT IN DROP DOWN. We put dry 9 in the data form because CRA1 WAS NOT THERE.  10% OF THE REACH WAS DRY. Nick is working on landowner access 	11/16/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
SANTA ROSA CREEK	SAN 9	RR-SAN-028.22:029.70	RA JRR	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	11/17/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
EAST AUSTIN CREEK	EAU 1	RR-EAU-000.00:002.00	MT BA	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	11/17/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
MARK WEST CREEK	MAR 13	RR-MAR-037.32:040.18	WB AMJ	SS	1	2	CLEAR SUNNY	NO FISH NO REDDS	11/18/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
WILLOW CREEK	WIL 3	RR-WIL-003.49:006.15	MT WB	SS	1	0.5	CLEAR SUNNY	NO FISH NO REDDS	11/21/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
MILL CREEK	MIL 5	RR-MIL-014.06:015.54	CO JRR	SS	1	2	CLEAR SUNNY	NO FISH NO REDDS. Allegro GPS fail	11/21/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
DUTCH BILL CREEK	DUT 2	RR-DUT-004.81:009.04	WB TS	SS	1	2	OVERCAST	NO REDDS	11/22/2016 0:00	2016-2017	2016	1	0	0	0	0	0	0	0
PORTER CREEK	POR 3	RR-POR-004.65:006.83	AMJ MT	SS	1	1.5	OVERCAST	NO FISH NO REDDS	11/22/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
SCHOOLHOUSE CREEK	GIL 1	RR-SCH-000.00:001.00	AGP JP	SS	1	99	OVERCAST	NO FISH NO REDDS	11/22/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
PENA CREEK	PEN 1	RR-PEN-000.00:004.05	CO BA	SS	1	0.6	CLEAR SUNNY		11/23/2016 0:00	2016-2017	2016	0	0	1	0	0	0	1	0
AUSTIN CREEK	AUS 5	RR-AUS-009.86:012.13	LE ZR	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	11/4/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
PENA CREEK	PEN 4	RR-PEN-009.12:013.89	BA MT	SS	1	99	CLEAR SUNNY	"PEQ Subreach mouth dry did not have time to survey, THERMO DEAD, REDD 1 and 5 were originally marked as COHO changed to Chinook because  REDD 5 two fish were later confirmed as Chinook."	11/10/2016 0:00	2016-2017	2016	0	0	6	1	0	1	5	2
FELTA CREEK	FEL 1	RR-FEL-000.00:001.83	RA AM	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS  Dry a few paces up from the mouth for about 150 meters	11/10/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
FREEZEOUT CREEK	FRE 1	RR-FRE-000.00:001.38	JRR BA	SS	1	99	PARTLY CLOUDY	NO FISH NO REDDS	11/12/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
GRAPE CREEK	GRP 1	RR-GRP-000.00:001.39	AI BA	SS	1	99	OVERCAST	NO FISH NO REDDS	11/15/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
REDWOOD CREEK	RED 1	RR-RED-000.00:001.66	CO AMJ	SS	1	99	OVERCAST	NO FISH NO REDDS	11/15/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
PORTER CREEK	POR 2	RR-POR-002.43:004.65	LE KS	SS	1	99	SHOWERS	NO FISH NO REDDS	11/15/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
REDWOOD CREEK	RED 2	RR-RED-001.66:004.58	CO AMJ	SS	1	99	OVERCAST	NO FISH NO REDDS	11/15/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
PORTER CREEK	POR 3	RR-POR-004.65:006.83	KS LE	SS	1	99	OVERCAST	TOT TIME INCLUDES PRESS	11/15/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
HARRISON CREEK	GRE 2	RR-HAR-000.00:000.23	AI KS	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	11/16/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
FREEZEOUT CREEK	FRE 1	RR-FRE-000.00:001.38	ZR AI	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	11/17/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
AUSTIN CREEK	AUS 4	RR-AUS-007.34:009.86	MT BA	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	11/17/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
MARK WEST CREEK	MAR 11	RR-MAR-030.60:033.75	AI BA	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	11/18/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
MARK WEST CREEK	MAR 14	RR-MAR-040.18:042.85	WB AMJ	SS	1	2	CLEAR SUNNY	NO FISH NO REDDS	11/18/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
MILL CREEK	MIL 4	RR-MIL-009.98:014.06	JRR CO	SS	1	2	CLEAR SUNNY	NO FISH NO REDDS. Allegro GPS fail	11/21/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
WILLOW CREEK	WIL 4	RR-WIL-006.15:009.16	LE AJ	SS	1	0.6	CLEAR SUNNY	"No fish, no  redd"	11/21/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
GRAY CREEK	GRA 2	RR-GRA-001.80:003.88	ZR KS	SS	1	1	CLEAR SUNNY	NO FISH NO REDDS	11/21/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
FELTA CREEK	FEL 1	RR-FEL-000.00:001.83	RA JP	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS  (Looks like the lat log field did not get populated out in the field-RA)	11/21/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
PALMER CREEK	PAL 1	RR-PAL-000.00:002.75	CO JRR	SS	1	2	PARTLY CLOUDY	NO FISH NO REDDS. Allegro GPS fail	11/21/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
GILLIAM CREEK	GIL 1	RR-GIL-000.00:002.32	AGP JP	SS	1	99	PARTLY CLOUDY	NO FISH NO REDDS	11/22/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
DUTCH BILL CREEK	DUT 1	RR-DUT-000.00:004.81	LE BA	SS	1	3	CLEAR SUNNY	NO FISH NO REDDS	11/22/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
PORTER CREEK	POR 2	RR-POR-002.43:004.65	AMJ MT	SS	1	1.5	OVERCAST	NO FISH NO REDDS	11/22/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
SANTA ROSA CREEK	SAN 9	RR-SAN-028.22:029.70	CO AB	SS	1	99	CLEAR SUNNY		11/4/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
EAST AUSTIN CREEK	EAU 1	RR-EAU-000.00:002.00	ZR LE	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	11/4/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
MARK WEST CREEK	MAR 12	RR-MAR-033.75:037.32	BA AI	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	11/4/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
MILL CREEK	MIL 4	RR-MIL-009.98:014.06	WB JRR	SS	1	99	OVERCAST	NO FISH NO REDDS	11/7/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
PENA CREEK	PEN 1	RR-PEN-000.00:004.05	RA AM	SS	1	99	CLEAR SUNNY	 NO FISH NO REDDSS Very dry about 150m upstream of the mouth. Took picture where it went subsurface. Did see some salmon eggs on the bank just a few scattered…	11/10/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
KIDD CREEK	KID 1	RR-KID-000.00:001.67	BA JRR	SS	1	99	OVERCAST	NO FISH NO REDDS	11/12/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
PORTER CREEK	POR 1	RR-POR-000.00:002.43	AMJ AI	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS.  DISCONNECTED LOWER 100 METERS AT DRY CREEK CONFLUENCE.	11/12/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
DUTCH BILL CREEK	DUT 2	RR-DUT-004.81:009.04	CO KS	SS	1	99	CLEAR SUNNY		11/14/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
WILLOW CREEK	WIL 3	RR-WIL-003.49:006.15	LE WB	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	11/14/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
GRAPE CREEK	GRP 2	RR-GRP-001.39:002.49	AI BA	SS	1	99	OVERCAST	NO FISH NO REDDS	11/15/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
PRESS CREEK	POR 3	RR-PRE-000.00:000.59	KS LE	SS	1	99	OVERCAST	NO FISH NO REDDS	11/15/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
GREEN VALLEY CREEK	GRE 2	RR-GRE-012.49:016.09	KS AI	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	11/16/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
PURRINGTON CREEK	PUR 1	RR-PUR-000.00:004.50	MT BA	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	11/16/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
AUSTIN CREEK	AUS 5	RR-AUS-009.86:012.13	CO KS	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	11/17/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
KIDD CREEK	KID 1	RR-KID-000.00:001.67	KS CO	SS	1	99	CLEAR SUNNY	NOT CONNECTED AT MOUTH	11/17/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
MARK WEST CREEK	MAR 10	RR-MAR-027.19:030.60	LE MT	SS	1	1.1	CLEAR SUNNY	NO FISH NO REDDS	11/18/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
MARK WEST CREEK	MAR 12	RR-MAR-033.75:037.32	AI BA	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	11/18/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
MILL CREEK	MIL 3	RR-MIL-005.75:009.98	RA JP	SS	1	0.7	CLEAR SUNNY	NO FISH NO REDDS	11/21/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
GRAY CREEK	GRA 1	RR-GRA-000.00:001.80	AB NB	SS	1	1.2	CLEAR SUNNY	START TIME AT OFFICE	11/21/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
GRAY CREEK	GRA 3	-9999	ZR KS	SS	1	1.5	CLEAR SUNNY	NO FISH NO REDDS	11/21/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
HULBERT CREEK	HUL 1	RR-HUL-000.00:002.83	RA AI	SS	1	99	CLEAR SUNNY	NO FISH	11/22/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
