"","Tributary","ReachName","ReachID","Crew","Survey","Fishing","Visibility","Weather","Comments","Date","Season","Year","CohoIndividuals","SteelheadIndividuals","ChinookIndividuals","SalmonidSpIndividuals","CohoRedds","SteelheadRedds","ChinookRedds","SalmonidSpRedds"
"658","PORTER CREEK (MWC)","MPO 1","RR-MPO-000.00:002.65","ZR AI","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-04-04,"2015-2016",2016,0,0,0,0,0,0,0,0
"659","REDWOOD CREEK","RED 1","RR-RED-000.00:001.66","JE SW","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-04-04,"2015-2016",2016,0,0,0,0,0,0,0,0
"660","GRAY CREEK","GRA 2","RR-GRA-001.80:003.88","WB CM","SS",1,99,"CLEAR SUNNY","NO FISH",2016-04-05,"2015-2016",2016,0,0,0,0,0,1,0,2
"661","WILLOW CREEK","WIL 3","RR-WIL-003.49:006.15","ZR WB","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-04-07,"2015-2016",2016,0,0,0,0,0,0,0,0
"662","WILLOW CREEK","WIL 4","RR-WIL-006.15:009.16","WB ZR","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-04-07,"2015-2016",2016,0,0,0,0,0,0,0,0
"663","MILL CREEK","MIL 1","RR-MIL-000.00:002.46","SW AL","SS",1,2,"CLEAR SUNNY","NO FISH NO REDDS",2016-04-11,"2015-2016",2016,0,0,0,0,0,0,0,0
"664","PALMER CREEK","PAL 1","RR-PAL-000.00:002.75","JE JD","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-04-11,"2015-2016",2016,0,0,0,0,0,0,0,0
"665","MILL CREEK","MIL 2","RR-MIL-003.03:005.75","AI AJ","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-04-11,"2015-2016",2016,0,0,0,0,0,0,0,0
"666","FELTA CREEK","FEL 1","RR-FEL-000.00:001.83","SW AL","SS",1,2.5,"OVERCAST","NO FISH NO REDDS",2016-04-11,"2015-2016",2016,0,0,0,0,0,0,0,0
"667","MILL CREEK","MIL 5","RR-MIL-014.06:015.54","JE JD","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-04-11,"2015-2016",2016,0,0,0,0,0,0,0,0
"668","MARK WEST CREEK","MAR 11","RR-MAR-030.60:033.75","JE SW","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-04-12,"2015-2016",2016,0,0,0,0,0,0,0,0
"669","MARK WEST CREEK","MAR 12","RR-MAR-033.75:037.32","JE SW","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-04-12,"2015-2016",2016,0,0,0,0,0,0,0,0
"670","PENA CREEK","PEN 5","RR-PEN-013.89:017.04","TC SW","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-04-14,"2015-2016",2016,0,0,0,0,0,0,0,0
"671","PORTER CREEK (MWC)","MPO 1","RR-MPO-000.00:002.65","TC NO","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-04-15,"2015-2016",2016,0,0,0,0,0,0,0,0
"672","GRUB CREEK","DUT 2","RR-GRU-000.00:000.72","CO RA","SS",1,1,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-01,"2016-2017",2016,0,0,0,0,0,0,0,0
"673","REDWOOD CREEK","RED 2","RR-RED-001.66:004.58","CO BA","SS",1,99,"PARTLY CLOUDY","NO FISH NO REDDS",2016-11-02,"2016-2017",2016,0,0,0,0,0,0,0,0
"674","EAST AUSTIN CREEK","EAU 1","RR-EAU-000.00:002.00","ZR JD","SS",1,99,"CLEAR SUNNY",NA,2016-02-23,"2015-2016",2016,0,0,0,0,0,0,0,0
"675","PECHACO CREEK","PEC 1","RR-PEC-000.00:002.35","JD AI","SS",1,99,"PARTLY CLOUDY",NA,2016-02-25,"2015-2016",2016,0,0,0,1,0,0,0,1
"676","MARK WEST CREEK","MAR 9","RR-MAR-024.34:027.19","NB NO","SS",1,1.2,"PARTLY CLOUDY",NA,2016-02-26,"2015-2016",2016,0,0,0,0,0,1,0,0
"677","DUTCH BILL CREEK","DUT 1","RR-DUT-000.00:004.81","TC AP CO","SS",1,99,"CLEAR SUNNY","NO FISH",2016-02-26,"2015-2016",2016,0,0,0,0,0,0,0,0
"678","PENA CREEK","PEN 5","RR-PEN-013.89:017.04","WB AAL","SS",1,99,"CLEAR SUNNY","NO FISH",2016-02-26,"2015-2016",2016,0,0,0,0,0,1,0,0
"679","PORTER CREEK","POR 1","RR-POR-000.00:002.43","ZR DD","SS",1,99,"CLEAR SUNNY",NA,2016-02-26,"2015-2016",2016,0,0,0,0,0,1,0,1
"680","WALLACE CREEK","WAL 2","RR-WAL-001.83:004.43","TC SW","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-02-29,"2015-2016",2016,0,0,0,0,0,0,0,0
"681","MILL CREEK","MIL 5","RR-MIL-014.06:015.54","ZR JD","SS",1,99,"PARTLY CLOUDY","NO FISH NO REDDS",2016-02-29,"2015-2016",2016,0,0,0,0,0,0,0,0
"682","GREEN VALLEY CREEK","GRE 1","RR-GRE-007.80:012.49","JD LP","SS",1,99,"CLEAR SUNNY","NO FISH",2016-03-01,"2015-2016",2016,0,0,0,0,0,1,0,0
"683","GREEN VALLEY CREEK","GRE 2","RR-GRE-012.49:016.09","AJ TC","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS. Missed old redd 1224R002, possibly missing flag and probably an age 4 now. ",2016-03-01,"2015-2016",2016,0,0,0,0,0,0,0,0
"684","NUTTY VALLEY CREEK","GRE 2","RR-NUT-000.00:000.94","TC AJ","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-01,"2015-2016",2016,0,0,0,0,0,0,0,0
"685","LITTLE GREEN VALLEY CREE","GRE 1","RR-LGV-000.00:001.05","JD LP","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-01,"2015-2016",2016,0,0,0,0,0,0,0,0
"686","MARK WEST CREEK","MAR 14","RR-MAR-040.18:042.85","SW AI","SS",1,99,"CLEAR SUNNY",NA,2016-03-02,"2015-2016",2016,0,0,0,0,0,3,0,1
"687","EAST AUSTIN CREEK","EAU 1","RR-EAU-000.00:002.00","JD SB","SS",1,99,"OVERCAST",NA,2016-03-03,"2015-2016",2016,0,0,0,0,0,0,0,0
"688","GRAPE CREEK","GRP 2","RR-GRP-001.39:002.49","TC SW","SS",1,0.5,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-16,"2015-2016",2016,0,0,0,0,0,0,0,0
"689","WINE CREEK","WIN 1","RR-WIN-000.00:001.65","TC SW","SS",1,1,"CLEAR SUNNY",NA,2016-03-16,"2015-2016",2016,0,1,0,0,0,1,0,0
"690","DUTCH BILL CREEK","DUT 1","RR-DUT-000.00:004.81","NB JD","SS",1,0.8,"CLEAR SUNNY","HIGH WATER. STARTED SURVEY AT ANTENNA SITE DUE TO DEEP BACKWATER NEAR THE MOUTH.",2016-03-17,"2015-2016",2016,0,0,0,0,0,0,0,0
"691","PORTER CREEK","POR 1","RR-POR-000.00:002.43","NO DD","SS",1,0.3,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-17,"2015-2016",2016,0,0,0,0,0,0,0,0
"692","GRUB CREEK","DUT 2","RR-GRU-000.00:000.72","WB SW","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-17,"2015-2016",2016,0,0,0,0,0,0,0,0
"693","PERENNE CREEK","DUT 1","RR-PER-000.00:000.54","NB JD","SS",1,0.8,"CLEAR SUNNY","NO FISH NO REDDS. Count data had an error while running macro. Saw one adult California Giant Salamander SPCERTAIN=1. GPS ALLEGRO 38.43942317, -122.9924875, DOP 1.20 - Big guy on moss.",2016-03-17,"2015-2016",2016,0,0,0,0,0,0,0,0
"694","PORTER CREEK","POR 3","RR-POR-004.65:006.83","SL AI","SS",1,0.5,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-17,"2015-2016",2016,0,0,0,0,0,0,0,0
"695","HULBERT CREEK","HUL 3","RR-HUL-005.16:007.20","NO DD","SS",1,0.5,"CLEAR SUNNY","NO REDDS",2016-03-17,"2015-2016",2016,0,3,0,0,0,0,0,0
"696","WALLACE CREEK","WAL 2","RR-WAL-001.83:004.43","AM ZR","SS",1,0.7,"CLEAR SUNNY","Large Mouth Bass observed",2016-03-23,"2015-2016",2016,0,0,0,0,1,0,0,0
"697","AUSTIN CREEK","AUS 5","RR-AUS-009.86:012.13","LE ZR","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-04,"2016-2017",2016,0,0,0,0,0,0,0,0
"698","PENA CREEK","PEN 4","RR-PEN-009.12:013.89","BA MT","SS",1,99,"CLEAR SUNNY","PEQ Subreach mouth dry did not have time to survey, THERMO DEAD, REDD 1 and 5 were originally marked as COHO changed to Chinook because  REDD 5 two fish were later confirmed as Chinook.",2016-11-10,"2016-2017",2016,0,0,6,1,0,1,5,2
"699","FELTA CREEK","FEL 1","RR-FEL-000.00:001.83","RA AM","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS  Dry a few paces up from the mouth for about 150 meters",2016-11-10,"2016-2017",2016,0,0,0,0,0,0,0,0
"700","FREEZEOUT CREEK","FRE 1","RR-FRE-000.00:001.38","JRR BA","SS",1,99,"PARTLY CLOUDY","NO FISH NO REDDS",2016-11-12,"2016-2017",2016,0,0,0,0,0,0,0,0
"701","GRAPE CREEK","GRP 1","RR-GRP-000.00:001.39","AI BA","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-11-15,"2016-2017",2016,0,0,0,0,0,0,0,0
"702","REDWOOD CREEK","RED 1","RR-RED-000.00:001.66","CO AMJ","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-11-15,"2016-2017",2016,0,0,0,0,0,0,0,0
"703","PORTER CREEK","POR 2","RR-POR-002.43:004.65","LE KS","SS",1,99,"SHOWERS","NO FISH NO REDDS",2016-11-15,"2016-2017",2016,0,0,0,0,0,0,0,0
"704","REDWOOD CREEK","RED 2","RR-RED-001.66:004.58","CO AMJ","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-11-15,"2016-2017",2016,0,0,0,0,0,0,0,0
"705","PORTER CREEK","POR 3","RR-POR-004.65:006.83","KS LE","SS",1,99,"OVERCAST","TOT TIME INCLUDES PRESS",2016-11-15,"2016-2017",2016,0,0,0,0,0,0,0,0
"706","HARRISON CREEK","GRE 2","RR-HAR-000.00:000.23","AI KS","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-16,"2016-2017",2016,0,0,0,0,0,0,0,0
"707","FREEZEOUT CREEK","FRE 1","RR-FRE-000.00:001.38","ZR AI","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-17,"2016-2017",2016,0,0,0,0,0,0,0,0
"708","AUSTIN CREEK","AUS 4","RR-AUS-007.34:009.86","MT BA","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-17,"2016-2017",2016,0,0,0,0,0,0,0,0
"709","MARK WEST CREEK","MAR 11","RR-MAR-030.60:033.75","AI BA","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-18,"2016-2017",2016,0,0,0,0,0,0,0,0
"710","MARK WEST CREEK","MAR 14","RR-MAR-040.18:042.85","WB AMJ","SS",1,2,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-18,"2016-2017",2016,0,0,0,0,0,0,0,0
"711","MILL CREEK","MIL 4","RR-MIL-009.98:014.06","JRR CO","SS",1,2,"CLEAR SUNNY","NO FISH NO REDDS. Allegro GPS fail",2016-11-21,"2016-2017",2016,0,0,0,0,0,0,0,0
"712","WILLOW CREEK","WIL 4","RR-WIL-006.15:009.16","LE AJ","SS",1,0.6,"CLEAR SUNNY","No fish, no  redd",2016-11-21,"2016-2017",2016,0,0,0,0,0,0,0,0
"713","GRAY CREEK","GRA 2","RR-GRA-001.80:003.88","ZR KS","SS",1,1,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-21,"2016-2017",2016,0,0,0,0,0,0,0,0
"714","FELTA CREEK","FEL 1","RR-FEL-000.00:001.83","RA JP","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS  (Looks like the lat log field did not get populated out in the field-RA)",2016-11-21,"2016-2017",2016,0,0,0,0,0,0,0,0
"715","PALMER CREEK","PAL 1","RR-PAL-000.00:002.75","CO JRR","SS",1,2,"PARTLY CLOUDY","NO FISH NO REDDS. Allegro GPS fail",2016-11-21,"2016-2017",2016,0,0,0,0,0,0,0,0
"716","GILLIAM CREEK","GIL 1","RR-GIL-000.00:002.32","AGP JP","SS",1,99,"PARTLY CLOUDY","NO FISH NO REDDS",2016-11-22,"2016-2017",2016,0,0,0,0,0,0,0,0
"717","DUTCH BILL CREEK","DUT 1","RR-DUT-000.00:004.81","LE BA","SS",1,3,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-22,"2016-2017",2016,0,0,0,0,0,0,0,0
"718","PORTER CREEK","POR 2","RR-POR-002.43:004.65","AMJ MT","SS",1,1.5,"OVERCAST","NO FISH NO REDDS",2016-11-22,"2016-2017",2016,0,0,0,0,0,0,0,0
"719","DUTCH BILL CREEK","DUT 2","RR-DUT-004.81:009.04","JD SW","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-28,"2015-2016",2016,0,0,0,0,0,0,0,0
"720","GRUB CREEK","DUT 2","RR-GRU-000.00:000.72","SW JD","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-28,"2015-2016",2016,0,0,0,0,0,0,0,0
"721","MARK WEST CREEK","MAR 11","RR-MAR-030.60:033.75","AI SL","SS",1,0.6,"CLEAR SUNNY","NO FISH",2016-03-29,"2015-2016",2016,0,0,0,0,0,0,0,2
"722","PORTER CREEK","POR 2","RR-POR-002.43:004.65","JE SW","SS",1,99,"CLEAR SUNNY","MODERATE AMOUNT OF YOY,NO FISH NO REDDS",2016-03-29,"2015-2016",2016,0,0,0,0,0,0,0,0
"723","WOODS CREEK","WOO 1","RR-WOO-000.00:003.80","DD SW","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-30,"2015-2016",2016,0,0,0,0,0,0,0,0
"724","PALMER CREEK","PAL 1","RR-PAL-000.00:002.75","WB AP","SS",1,99,"CLEAR SUNNY","NO FISH",2016-04-01,"2015-2016",2016,0,0,0,0,0,1,0,0
"725","MARK WEST CREEK","MAR 14","RR-MAR-040.18:042.85","JE SW","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-04-04,"2015-2016",2016,0,0,0,0,0,0,0,0
"726","SANTA ROSA CREEK","SAN 9","RR-SAN-028.22:029.70","SEW JD","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-04-04,"2015-2016",2016,0,0,0,0,0,0,0,0
"727","EAST AUSTIN CREEK","EAU 1","RR-EAU-000.00:002.00","SW AA","SS",1,99,"CLEAR SUNNY",NA,2016-04-05,"2015-2016",2016,0,0,0,0,0,1,0,0
"728","GILLIAM CREEK","GIL 1","RR-GIL-000.00:002.32","AJ ZR","SS",1,99,"CLEAR SUNNY",NA,2016-04-05,"2015-2016",2016,0,0,0,0,0,0,0,0
"729","LITTLE GREEN VALLEY CREE","GRE 1","RR-LGV-000.00:001.05","AI AL","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-04-06,"2015-2016",2016,0,0,0,0,0,0,0,0
"730","HARRISON CREEK","GRE 2","RR-HAR-000.00:000.23","CM WB","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-04-06,"2015-2016",2016,0,0,0,0,0,0,0,0
"731","AUSTIN CREEK","AUS 6","RR-AUS-012.13:015.94","AI NO","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-04-07,"2015-2016",2016,0,0,0,0,0,0,0,0
"732","WALLACE CREEK","WAL 2","RR-WAL-001.83:004.43","NB CM","SS",1,99,"OVERCAST",NA,2016-04-11,"2015-2016",2016,0,0,0,0,0,1,0,0
"733","PERENNE CREEK","DUT 1","RR-PER-000.00:000.54","AI AM","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-04-12,"2015-2016",2016,0,0,0,0,0,0,0,0
"734","GRAPE CREEK","GRP 1","RR-GRP-000.00:001.39","TC NO","SS",1,99,"CLEAR SUNNY",NA,2016-04-13,"2015-2016",2016,0,1,0,0,0,0,0,0
"735","PORTER CREEK","POR 1","RR-POR-000.00:002.43","WB MO","SS",1,99,"CLEAR SUNNY","last survey- pulled all redd flags",2016-04-13,"2015-2016",2016,0,0,0,0,0,0,0,0
"736","PORTER CREEK","POR 3","RR-POR-004.65:006.83","AI SEW","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-04-13,"2015-2016",2016,0,0,0,0,0,0,0,0
"737","REDWOOD CREEK","RED 1","RR-RED-000.00:001.66","JE SW","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS.  Had to redo trip file at office, created trip with wrong allegro name.  (This resulted in a mismatch between AllTripID in the Trip file and AllTripID in the redd file. Since redd file contained dummy redd only, it was deleted from the a",2016-04-13,"2015-2016",2016,0,0,0,0,0,0,0,0
"738","PENA CREEK","PEN 4","RR-PEN-009.12:013.89","JE JD","SS",1,99,"PARTLY CLOUDY","WOO END OF SEASON.",2016-04-14,"2015-2016",2016,0,0,0,0,0,4,0,0
"739","PECHACO CREEK","PEC 1","RR-PEC-000.00:002.35","AI AJ","SS",1,99,"PARTLY CLOUDY","NO FISH NO REDDS",2016-04-14,"2015-2016",2016,0,0,0,0,0,0,0,0
"740","DUTCH BILL CREEK","DUT 1","RR-DUT-000.00:004.81","MT AI","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-01,"2016-2017",2016,0,0,0,0,0,0,0,0
"741","GRAPE CREEK","GRP 1","RR-GRP-000.00:001.39","BA WB","SS",1,0.5,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-01,"2016-2017",2016,0,0,0,0,0,0,0,0
"742","PURRINGTON CREEK","PUR 1","RR-PUR-000.00:004.50","RA AMJ","SS",1,0.6,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-03,"2016-2017",2016,0,0,0,0,0,0,0,0
"743","NUTTY VALLEY CREEK","GRE 2","RR-NUT-000.00:000.94","AM AI","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-03,"2016-2017",2016,0,0,0,0,0,0,0,0
"744","MILL CREEK","MIL1.5","RR-MIL-002.46:003.03","NB KS","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-11-07,"2016-2017",2016,0,0,0,0,0,0,0,0
"745","MILL CREEK","MIL 1","RR-MIL-000.00:002.46","LE ZR","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-11-07,"2016-2017",2016,0,0,0,0,0,0,0,0
"746","MILL CREEK","MIL 3","RR-MIL-005.75:009.98","RA CO","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-11-07,"2016-2017",2016,0,0,0,0,0,0,0,0
"747","MILL CREEK","MIL 2","RR-MIL-003.03:005.75","NB KS","SS",1,99,"OVERCAST",NA,2016-11-07,"2016-2017",2016,0,0,0,0,0,0,0,1
"748","SHEEPHOUSE CREEK","SHE 1","RR-SHE-000.00:003.55","AMJ MT","SS",1,0.8,"PARTLY CLOUDY","NO FISH NO REDDS",2016-11-07,"2016-2017",2016,0,0,0,0,0,0,0,0
"749","PALMER CREEK","PAL 1","RR-PAL-000.00:002.75","WB JRR","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-11-07,"2016-2017",2016,0,0,0,0,0,0,0,0
"750","GRAY CREEK","GRA 2","RR-GRA-001.80:003.88","AMJ AI","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-12,"2016-2017",2016,0,0,0,0,0,0,0,0
"751","PERENNE CREEK","DUT 1","RR-PER-000.00:000.54","ZR JRR","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-14,"2016-2017",2016,0,0,0,0,0,0,0,0
"752","HULBERT CREEK","HUL 1","RR-HUL-000.00:002.83","WB JRR","SS",1,99,"SHOWERS","NO FISH NO REDDS",2016-11-15,"2016-2017",2016,0,0,0,0,0,0,0,0
"753","MISSION CREEK","HUL 1","RR-MIS-000.00:000.38","WB JRR","SS",1,99,"OVERCAST","NO FISH NO REDDS. Multiple disconnected sections throughout reach.",2016-11-15,"2016-2017",2016,0,0,0,0,0,0,0,0
"754","WINE CREEK","WIN 1","RR-WIN-000.00:001.65","AI BA","SS",1,99,"OVERCAST","NO FISH NO REDDS. Intermittent during first 250 meters",2016-11-15,"2016-2017",2016,0,0,0,0,0,0,0,0
"755","CRANE CREEK","CRA 1","RR-CRA-000.00:002.98","NB JRR","SS",1,99,"CLEAR SUNNY","CRANE CREEK NOT IN DROP DOWN. We put dry 9 in the data form because CRA1 WAS NOT THERE.  10% OF THE REACH WAS DRY. Nick is working on landowner access ",2016-11-16,"2016-2017",2016,0,0,0,0,0,0,0,0
"756","SANTA ROSA CREEK","SAN 9","RR-SAN-028.22:029.70","RA JRR","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-17,"2016-2017",2016,0,0,0,0,0,0,0,0
"757","EAST AUSTIN CREEK","EAU 1","RR-EAU-000.00:002.00","MT BA","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-17,"2016-2017",2016,0,0,0,0,0,0,0,0
"758","MARK WEST CREEK","MAR 13","RR-MAR-037.32:040.18","WB AMJ","SS",1,2,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-18,"2016-2017",2016,0,0,0,0,0,0,0,0
"759","WILLOW CREEK","WIL 3","RR-WIL-003.49:006.15","MT WB","SS",1,0.5,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-21,"2016-2017",2016,0,0,0,0,0,0,0,0
"760","MILL CREEK","MIL 5","RR-MIL-014.06:015.54","CO JRR","SS",1,2,"CLEAR SUNNY","NO FISH NO REDDS. Allegro GPS fail",2016-11-21,"2016-2017",2016,0,0,0,0,0,0,0,0
"761","DUTCH BILL CREEK","DUT 2","RR-DUT-004.81:009.04","WB TS","SS",1,2,"OVERCAST","NO REDDS",2016-11-22,"2016-2017",2016,1,0,0,0,0,0,0,0
"762","PORTER CREEK","POR 3","RR-POR-004.65:006.83","AMJ MT","SS",1,1.5,"OVERCAST","NO FISH NO REDDS",2016-11-22,"2016-2017",2016,0,0,0,0,0,0,0,0
"763","SCHOOLHOUSE CREEK","GIL 1","RR-SCH-000.00:001.00","AGP JP","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-11-22,"2016-2017",2016,0,0,0,0,0,0,0,0
"764","PENA CREEK","PEN 1","RR-PEN-000.00:004.05","CO BA","SS",1,0.6,"CLEAR SUNNY",NA,2016-11-23,"2016-2017",2016,0,0,1,0,0,0,1,0
"765","NUTTY VALLEY CREEK","GRE 2","RR-NUT-000.00:000.94","SL JE","SS",1,0.6,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-25,"2015-2016",2016,0,0,0,0,0,0,0,0
"766","MILL CREEK","MIL 2","RR-MIL-003.03:005.75","WB TC SB","SS",1,1.5,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-26,"2015-2016",2016,0,0,0,0,0,0,0,0
"767","EAST AUSTIN CREEK","EAU 1","RR-EAU-000.00:002.00","AI AAL","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-27,"2015-2016",2016,0,0,0,0,0,0,0,0
"768","GRAPE CREEK","GRP 1","RR-GRP-000.00:001.39","ZR AJ","SS",1,99,"CLEAR SUNNY",NA,2016-03-28,"2015-2016",2016,0,9,0,0,0,3,0,0
"769","PERENNE CREEK","DUT 1","RR-PER-000.00:000.54","AB NO","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-28,"2015-2016",2016,0,0,0,0,0,0,0,0
"770","PRESS CREEK","POR 3","RR-PRE-000.00:000.59","JE SW","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-29,"2015-2016",2016,0,0,0,0,0,0,0,0
"771","PORTER CREEK","POR 3","RR-POR-004.65:006.83","JE SW","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS, LESS YOY THAN POR 2 BUT DENSER CANOPY AND HARDER TO SEE THEM",2016-03-29,"2015-2016",2016,0,0,0,0,0,0,0,0
"772","HULBERT CREEK","HUL 3","RR-HUL-005.16:007.20","WB AJ","SS",1,1,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-29,"2015-2016",2016,0,0,0,0,0,0,0,0
"773","PENA CREEK","PEN 5","RR-PEN-013.89:017.04","DD SW","SS",1,99,"CLEAR SUNNY",NA,2016-03-30,"2015-2016",2016,0,0,0,0,0,1,0,0
"774","PENA CREEK","PEN 4","RR-PEN-009.12:013.89","JE JD","SS",1,99,"CLEAR SUNNY","NO REDDS",2016-03-30,"2015-2016",2016,0,4,0,1,0,0,0,0
"775","MILL CREEK","MIL 3","RR-MIL-005.75:009.98","SL SW","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-31,"2015-2016",2016,0,0,0,0,0,0,0,0
"776","MILL CREEK","MIL 2","RR-MIL-003.03:005.75","TC ALL","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-04-01,"2015-2016",2016,0,0,0,0,0,0,0,0
"777","MARK WEST CREEK","MAR 9","RR-MAR-024.34:027.19","ZR AI","SS",1,1,"CLEAR SUNNY","NO FISH",2016-04-04,"2015-2016",2016,0,0,0,0,0,1,0,0
"778","SCHOOLHOUSE CREEK","GIL 1","RR-SCH-000.00:001.00","ZR AJ","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-04-05,"2015-2016",2016,0,0,0,0,0,0,0,0
"779","GREEN VALLEY CREEK","GRE 1","RR-GRE-007.80:012.49","AI AL","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-04-06,"2015-2016",2016,0,0,0,0,0,0,0,0
"780","GREEN VALLEY CREEK","GRE 2","RR-GRE-012.49:016.09","WB CM","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-04-06,"2015-2016",2016,0,0,0,0,0,0,0,0
"781","PORTER CREEK","POR 2","RR-POR-002.43:004.65","AI SEW","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-04-13,"2015-2016",2016,0,0,0,0,0,0,0,0
"782","WOODS CREEK","WOO 1","RR-WOO-000.00:003.80","TC SW","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-04-14,"2015-2016",2016,0,0,0,0,0,0,0,0
"783","PERENNE CREEK","DUT 1","RR-PER-000.00:000.54","AI MT","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-01,"2016-2017",2016,0,0,0,0,0,0,0,0
"784","GILLIAM CREEK","GIL 1","RR-GIL-000.00:002.32","MT AI","SS",1,99,"PARTLY CLOUDY","NO FISH NO REDDS",2016-11-02,"2016-2017",2016,0,0,0,0,0,0,0,0
"785","PRESS CREEK","POR 3","RR-PRE-000.00:000.59","LE NB","SS",1,0.9,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-02,"2016-2017",2016,0,0,0,0,0,0,0,0
"786","MARK WEST CREEK","MAR 10","RR-MAR-027.19:030.60","MT AJ","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-03,"2016-2017",2016,0,0,0,0,0,0,0,0
"787","MARK WEST CREEK","MAR 14","RR-MAR-040.18:042.85","NB LE","SS",1,1.5,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-03,"2016-2017",2016,0,0,0,0,0,0,0,0
