Tributary,ReachName,ReachID,Crew,Survey,Year,Fishing,Visibility,Weather,Comments,Season,Date
WILLOW CREEK,WIL 3,RR-WIL-003.49:006.15,MT WB,SS,2016,1,0.5,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-21
WILLOW CREEK,WIL 4,RR-WIL-006.15:009.16,LE AJ,SS,2016,1,0.6,CLEAR SUNNY,"No fish, no  redd",2016-2017,2016-11-21
AUSTIN CREEK,AUS 5,RR-AUS-009.86:012.13,BA MT,SS,2016,1,1.5,PARTLY CLOUDY,"NO FISH NO REDDS CFS- 300, IF ABOVE 350 MIGHT BE UNSURVEYABLE- NEED TALL PEOPLE",2016-2017,2016-11-28
KIDD CREEK,KID 1,RR-KID-000.00:001.67,MT BA,SS,2016,1,2,PARTLY CLOUDY,NO FISH NO REDDS,2016-2017,2016-11-28
DUTCH BILL CREEK,DUT 1,RR-DUT-000.00:004.81,NB LE,SS,2016,1,99,CLEAR SUNNY,ONE REDD 2 SUSPICIOUS SPOTS,2016-2017,2016-12-01
PERENNE CREEK,DUT 1,RR-PER-000.00:000.54,NB LE,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-12-01
EAST AUSTIN CREEK,EAU 1,RR-EAU-000.00:002.00,RA LE,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-28
AUSTIN CREEK,AUS 4,RR-AUS-007.34:009.86,RA LE,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-28
GRAY CREEK,GRA 1,RR-GRA-000.00:001.80,LE JRR,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-30
MILL CREEK,MIL 4,RR-MIL-009.98:014.06,LE JRR,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-30
MILL CREEK,MIL 5,RR-MIL-014.06:015.54,JRR LE,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-30
GRAY CREEK,GRA 2,RR-GRA-001.80:003.88,WB KS,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-30
GRAY CREEK,GRA 3,-9999,KS WB,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-30
GREEN VALLEY CREEK,GRE 1,RR-GRE-007.80:012.49,WB RA,SS,2016,1,0.4,OVERCAST,"NO FISH NO REDDS, poor vis throughout reach",2016-2017,2016-11-26
NUTTY VALLEY CREEK,GRE 2,RR-NUT-000.00:000.94,ZR AM,SS,2016,1,99,OVERCAST,FORGOT END TIME/ NO FISH NO REDDS,2016-2017,2016-11-26
GREEN VALLEY CREEK,GRE 2,RR-GRE-012.49:016.09,AI MT,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-12-01
NUTTY VALLEY CREEK,GRE 2,RR-NUT-000.00:000.94,MT AI,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-12-01
HARRISON CREEK,GRE 2,RR-HAR-000.00:000.23,AI MT,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-12-01
GRAPE CREEK,GRP 1,RR-GRP-000.00:001.39,CO JRR,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-29
WINE CREEK,WIN 1,RR-WIN-000.00:001.65,CO JRR,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-29
GRAPE CREEK,GRP 2,RR-GRP-001.39:002.49,JRR CO,SS,2016,1,2,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-29
MARK WEST CREEK,MAR 10,RR-MAR-027.19:030.60,LE RA,SS,2016,1,0.8,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-29
MARK WEST CREEK,MAR 11,RR-MAR-030.60:033.75,BA MT,SS,2016,1,1,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-29
MARK WEST CREEK,MAR 12,RR-MAR-033.75:037.32,BA MT,SS,2016,1,1,PARTLY CLOUDY,NO FISH NO REDDS,2016-2017,2016-11-29
MARK WEST CREEK,MAR 13,RR-MAR-037.32:040.18,AMJ KS,SS,2016,1,0.8,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-29
MARK WEST CREEK,MAR 14,RR-MAR-040.18:042.85,KS AMJ,SS,2016,1,0.8,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-29
MILL CREEK,MIL1.5,RR-MIL-002.46:003.03,RA MT,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-30
MILL CREEK,MIL 2,RR-MIL-003.03:005.75,RA MT,SS,2016,1,99,CLEAR SUNNY,NO FISH TEST REDD,2016-2017,2016-11-30
WALLACE CREEK,WAL 2,RR-WAL-001.83:004.43,MT RA,SS,2016,1,99,PARTLY CLOUDY,NO FISH NO REDDS,2016-2017,2016-11-30
MILL CREEK,MIL 1,RR-MIL-000.00:002.46,AB MT,SS,2016,1,99,OVERCAST,"80+ cyprinids @BOTTOM OF WATERFALL POOL, NO FISH NO REDDS",2016-2017,2016-11-25
MILL CREEK,MIL1.5,RR-MIL-002.46:003.03,AB MT,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2016-2017,2016-11-25
MILL CREEK,MIL 1,RR-MIL-000.00:002.46,ZR BA,SS,2016,1,99,PARTLY CLOUDY,NO FISH NO REDDS,2016-2017,2016-11-30
FELTA CREEK,FEL 1,RR-FEL-000.00:001.83,ZR BA,SS,2016,1,99,PARTLY CLOUDY,,2016-2017,2016-11-30
MILL CREEK,MIL 2,RR-MIL-003.03:005.75,ZR LE,SS,2016,1,1.5,OVERCAST,no fish no redds,2016-2017,2016-11-25
MILL CREEK,MIL 3,RR-MIL-005.75:009.98,CO AI,SS,2016,1,99,OVERCAST,,2016-2017,2016-11-30
PALMER CREEK,PAL 1,RR-PAL-000.00:002.75,AI CO,SS,2016,1,99,PARTLY CLOUDY,NO FISH NO REDDS,2016-2017,2016-11-30
PENA CREEK,PEN 3,RR-PEN-006.49:009.12,RA LE,SS,2016,1,0.8,PARTLY CLOUDY,,2016-2017,2016-11-23
PENA CREEK,PEN 4,RR-PEN-009.12:013.89,AMJ JRR,SS,2016,1,1,PARTLY CLOUDY,ALLEGRO FAIL,2016-2017,2016-11-23
PENA CREEK,PEN 5,RR-PEN-013.89:017.04,AI SB,SS,2016,1,99,CLEAR SUNNY,,2016-2017,2016-11-23
WOODS CREEK,WOO 1,RR-WOO-000.00:003.80,AI SB,SS,2016,1,99,CLEAR SUNNY,,2016-2017,2016-11-23
PURRINGTON CREEK,PUR 1,RR-PUR-000.00:004.50,KS JRR,SS,2016,1,1.2,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-12-01
REDWOOD CREEK,RED 1,RR-RED-000.00:001.66,GH MO,SS,2016,1,99,PARTLY CLOUDY,NO FISH NO REDDS,2016-2017,2016-11-25
REDWOOD CREEK,RED 2,RR-RED-001.66:004.58,GH MO,SS,2016,1,99,PARTLY CLOUDY,NO FISH NO REDDS,2016-2017,2016-11-25
SANTA ROSA CREEK,SAN 9,RR-SAN-028.22:029.70,JRR KS,SS,2016,1,99,PARTLY CLOUDY,NO FISH NO REDDS,2016-2017,2016-11-28
CRANE CREEK,CRA 1,RR-CRA-000.00:002.98,KS JRR,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-28
SHEEPHOUSE CREEK,SHE 1,RR-SHE-000.00:003.55,CO AMJ,SS,2016,1,0.7,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-28
FREEZEOUT CREEK,FRE 1,RR-FRE-000.00:001.38,AMJ CO,SS,2016,1,0.5,PARTLY CLOUDY,"NO FISH NO REDDS, SAW 2 RIVER OTTERS",2016-2017,2016-11-28
WILLOW CREEK,WIL 3,RR-WIL-003.49:006.15,WB JR,SS,2016,1,1,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-29
WILLOW CREEK,WIL 4,RR-WIL-006.15:009.16,ZR NB,SS,2016,1,0.9,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-29
DUTCH BILL CREEK,DUT 2,RR-DUT-004.81:009.04,CO RA,SS,2016,1,2.5,CLEAR SUNNY,,2016-2017,2016-12-01
GRUB CREEK,DUT 2,RR-GRU-000.00:000.72,CO RA,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-12-01
GREEN VALLEY CREEK,GRE 1,RR-GRE-007.80:012.49,WB BA,SS,2016,1,99,CLEAR SUNNY,,2016-2017,2016-12-01
LITTLE GREEN VALLEY CREE,GRE 1,RR-LGV-000.00:001.05,WB BA,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-12-01
PENA CREEK,PEN 1,RR-PEN-000.00:004.05,AB LE,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-12-02
PECHACO CREEK,PEC 1,RR-PEC-000.00:002.35,AB LE,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-12-02
PENA CREEK,PEN 3,RR-PEN-006.49:009.12,WB RA,SS,2016,1,99,CLEAR SUNNY,,2016-2017,2016-12-02
PENA CREEK,PEN 4,RR-PEN-009.12:013.89,ZR BA,SS,2016,1,99,PARTLY CLOUDY,,2016-2017,2016-12-02
PENA CREEK,PEN 5,RR-PEN-013.89:017.04,CO MT,SS,2016,1,99,CLEAR SUNNY,,2016-2017,2016-12-02
WOODS CREEK,WOO 1,RR-WOO-000.00:003.80,MT CO,SS,2016,1,99,PARTLY CLOUDY,"ENDED PREMATURELY AT ""REDD 5"" DUE TO DARKNESS (Survey endpoint coordinates were LAT= 38.62193517; LONG= -123.031433, roughly 80% of reach was surveyed [~3000 of 3800 meters]. Dummy redd point at survey end deleted, AJ)",2016-2017,2016-12-02
AUSTIN CREEK,AUS 5,RR-AUS-009.86:012.13,AM AMJ,SS,2016,1,99,PARTLY CLOUDY,NO REDDS,2016-2017,2016-12-06
KIDD CREEK,KID 1,RR-KID-000.00:001.67,AM AMJ,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-12-06
EAST AUSTIN CREEK,EAU 1,RR-EAU-000.00:002.00,CO RA,SS,2016,1,99,PARTLY CLOUDY,NO FISH NO REDDS,2016-2017,2016-12-06
AUSTIN CREEK,AUS 4,RR-AUS-007.34:009.86,RA CO,SS,2016,1,99,PARTLY CLOUDY,NO FISH NO REDDS,2016-2017,2016-12-06
GILLIAM CREEK,GIL 1,RR-GIL-000.00:002.32,JRR KS,SS,2016,1,99,PARTLY CLOUDY,NO FISH NO REDDS,2016-2017,2016-12-05
SCHOOLHOUSE CREEK,GIL 1,RR-SCH-000.00:001.00,KS JRR,SS,2016,1,99,PARTLY CLOUDY,Posible corridor block/barrier halfway up schoolhouse. Down tree has flow 90% blocked. ,2016-2017,2016-12-05
GRAY CREEK,GRA 1,RR-GRA-000.00:001.80,CO CM,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2016-2017,2016-12-07
MILL CREEK,MIL 4,RR-MIL-009.98:014.06,CO CM,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2016-2017,2016-12-07
MILL CREEK,MIL 5,RR-MIL-014.06:015.54,CO CM,SS,2016,1,99,SHOWERS,NO FISH NO REDDS,2016-2017,2016-12-07
GRAY CREEK,GRA 2,RR-GRA-001.80:003.88,AI JRR,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2016-2017,2016-12-07
GRAY CREEK,GRA 3,-9999,AI JRR,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2016-2017,2016-12-07
GRAPE CREEK,GRP 1,RR-GRP-000.00:001.39,ZR KS,SS,2016,1,99,PARTLY CLOUDY,NO FISH NO REDDS (3 Certanity=2 NOOK REDDS IN DRY CREEK),2016-2017,2016-12-06
GRAPE CREEK,GRP 2,RR-GRP-001.39:002.49,ZR KS,SS,2016,1,99,PARTLY CLOUDY,NO FISH NO REDDS,2016-2017,2016-12-06
WINE CREEK,WIN 1,RR-WIN-000.00:001.65,ZR KS,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2016-2017,2016-12-06
MILL CREEK,MIL1.5,RR-MIL-002.46:003.03,RA WB,SS,2016,1,99,OVERCAST,"NO FISH NO REDDS, Cluster of eggs found in high gradient section. No other signs of carcass.",2016-2017,2016-12-07
MILL CREEK,MIL 2,RR-MIL-003.03:005.75,RA WB,SS,2016,1,99,OVERCAST,,2016-2017,2016-12-07
WALLACE CREEK,WAL 2,RR-WAL-001.83:004.43,WB RA,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2016-2017,2016-12-07
MILL CREEK,MIL 1,RR-MIL-000.00:002.46,AMJ ZR,SS,2016,1,99,OVERCAST,NO FISH,2016-2017,2016-12-07
FELTA CREEK,FEL 1,RR-FEL-000.00:001.83,AMJ ZR,SS,2016,1,99,OVERCAST,NO FISH,2016-2017,2016-12-07
MILL CREEK,MIL 3,RR-MIL-005.75:009.98,AB BA,SS,2016,1,99,OVERCAST,,2016-2017,2016-12-07
PALMER CREEK,PAL 1,RR-PAL-000.00:002.75,AB BA,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2016-2017,2016-12-07
PORTER CREEK,POR 1,RR-POR-000.00:002.43,WB ZR,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-12-05
HULBERT CREEK,HUL 1,RR-HUL-000.00:002.83,ZR WB,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2016-2017,2016-12-05
MISSION CREEK,HUL 1,RR-MIS-000.00:000.38,ZR WB,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2016-2017,2016-12-05
PORTER CREEK,POR 2,RR-POR-002.43:004.65,LE MT,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2016-2017,2016-12-05
PRESS CREEK,POR 3,RR-PRE-000.00:000.59,LE MT,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2016-2017,2016-12-05
PORTER CREEK,POR 3,RR-POR-004.65:006.83,MT LE,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2016-2017,2016-12-05
REDWOOD CREEK,RED 1,RR-RED-000.00:001.66,AI CO,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2016-2017,2016-12-05
REDWOOD CREEK,RED 2,RR-RED-001.66:004.58,AI CO,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2016-2017,2016-12-05
SANTA ROSA CREEK,SAN 9,RR-SAN-028.22:029.70,NB AB,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-12-06
CRANE CREEK,CRA 1,RR-CRA-000.00:002.98,AB NB,SS,2016,1,99,PARTLY CLOUDY,NO FISH NO REDDS,2016-2017,2016-12-06
WILLOW CREEK,WIL 3,RR-WIL-003.49:006.15,JRR BA,SS,2016,1,99,PARTLY CLOUDY,NO FISH NO REDDS,2016-2017,2016-12-06
WILLOW CREEK,WIL 4,RR-WIL-006.15:009.16,WB AI,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-12-06
